Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard
PEUGEOT,308,2.0 HDi FAP (136 bhp),M6,1997,Diesel,7.2,4.5,5.5,39.2,62.7,51.3,146,1202,75.0,0.039,,0.189,0.197,0.001,IV
PEUGEOT,308,2.0 HDi FAP (136 bhp),A6,1997,Diesel,9.4,5.3,6.8,30.0,53.2,41.5,180,1485,73.0,0.006,,0.174,0.186,0.002,IV
PEUGEOT,308 Estate / SW,1.6 HDi (90 bhp) SW Energy Saver Tyres,M5,1560,Diesel,6.0,4.0,4.7,47.0,70.5,60.0,125,1027,73.2,0.098,,0.188,0.208,0.023,IV
PEUGEOT,308 Estate / SW,1.6 HDi FAP (110 bhp) SW Energy Saver Tyres,M6,1560,Diesel,6.2,4.0,4.8,45.5,70.5,58.8,125,1048,72.1,0.097,,0.212,0.242,0.001,IV
PEUGEOT,308 Estate / SW,1.6 HDi FAP (110 bhp) SW Cielo Roof,M6,1560,Diesel,6.8,4.4,5.3,41.5,64.1,53.2,139,1159,72.0,0.068,,0.220,0.241,0.001,IV
PEUGEOT,308 Estate / SW,1.6 HDi FAP (110 bhp) SW Cielo Roof Energy Saver Tyres,M6,1560,Diesel,6.4,4.0,4.9,44.1,70.5,57.6,130,1070,72.1,0.068,,0.220,0.241,0.001,IV
PEUGEOT,308 Estate / SW,2.0 HDi FAP (136 bhp) SW Cielo Roof,M6,1997,Diesel,7.6,4.9,5.9,37.1,57.6,47.8,155,1290,75.0,0.043,,0.208,0.211,0.001,IV
PEUGEOT,308 Estate / SW,2.0 HDi FAP (136 bhp) SW Cielo Roof,A6,1997,Diesel,9.7,5.6,7.1,29.1,50.4,39.7,187,1553,73.0,0.006,,0.203,0.220,0.001,IV
PEUGEOT,308 Coupé Cabriolet,2.0 HDi FAP (140 bhp),A6,1997,Diesel,9.4,5.3,6.8,30.0,53.2,41.5,178,1485,75.0,0.088,,0.200,0.214,0.001,IV
PEUGEOT,3008,1.6 HDi FAP (110 bhp),M6,1560,Diesel,6.7,4.5,5.3,42.1,62.7,53.2,140,1159,73.0,0.142,,0.174,0.201,0.001,IV
PEUGEOT,3008,1.6 HDi FAP (110 bhp),A6,1560,Diesel,6.1,4.5,5.1,46.3,62.7,55.3,135,1115,73.0,0.144,,0.175,0.202,0.001,IV
PEUGEOT,3008,1.6 HDi FAP (110 bhp) Energy Saver Tyres,M6,1560,Diesel,6.5,4.4,5.1,43.4,64.1,55.3,137,1115,73.0,0.142,,0.174,0.201,0.001,IV
PEUGEOT,3008,1.6 HDi FAP (110 bhp) Energy Saver Tyres,A6,1560,Diesel,5.9,4.3,4.9,47.8,65.6,57.6,130,1070,73.0,0.144,,0.175,0.202,0.001,IV
PEUGEOT,407 Saloon,1.6 HDi FAP (110 bhp),M5,1560,Diesel,6.8,4.4,5.3,41.5,64.1,53.3,140,1157,74.0,0.081,,0.194,0.209,0.002,IV
PEUGEOT,407 Saloon,1.6 HDi FAP (110 bhp) Energy Saver Tyres,M5,1560,Diesel,6.4,4.1,4.9,44.1,68.8,57.6,129,1070,74.0,0.081,,0.194,0.209,0.002,IV
PEUGEOT,407 Saloon,2.2 HDi FAP (170 bhp),M6,2179,Diesel,8.1,5.0,6.1,34.8,56.4,46.3,159,1331,75.0,0.011,,0.192,0.204,0.002,IV
PEUGEOT,407 SW,1.6 HDi FAP (110 bhp),M5,1560,Diesel,6.8,4.4,5.3,41.5,64.1,53.2,140,1159,74.0,0.081,,0.194,0.209,0.002,IV
PEUGEOT,407 SW,1.6 HDi FAP (110 bhp) Energy Saver Tyres,M5,1560,Diesel,6.4,4.1,4.9,44.1,68.8,57.6,129,1070,74.0,0.081,,0.194,0.209,0.002,IV
PEUGEOT,407 SW,2.2 HDi FAP (170 bhp),M6,2179,Diesel,8.2,5.1,6.2,34.4,55.3,45.6,165,1352,75.0,0.008,,0.190,0.200,0.002,IV
PEUGEOT,4007,2.2 HDi (156 bhp),6MT,2179,Diesel,9.2,5.8,7.0,30.7,48.6,40.3,185,1530,74.9,0.288,,0.211,0.238,0.002,IV
PEUGEOT,4007,2.2 HDi (156 bhp),A6,2179,Diesel,9.3,6.1,7.3,30.3,46.3,38.7,192,1593,71.8,0.124,,0.207,0.221,0.001,IV
PEUGEOT,5008,1.6 HDi FAP (110 bhp),M6,1560,Diesel,6.9,4.7,5.5,40.9,60.0,51.3,145,1202,74.7,0.095,,0.022,0.245,0.001,IV
PEUGEOT,5008,1.6 HDi FAP (110 bhp) Energy Saver Tyres,M6,1560,Diesel,6.5,4.5,5.3,43.4,62.7,53.2,140,1159,74.7,0.095,,0.022,0.245,0.001,IV
PEUGEOT,5008,1.6 HDi FAP (110 bhp),A6,1560,Diesel,6.4,4.8,5.3,44.1,58.8,53.2,140,1159,72.1,0.129,,0.218,0.232,0.001,IV
PEUGEOT,5008,1.6 HDi FAP (110 bhp) Energy Saver Tyres,A6,1560,Diesel,6.2,4.5,5.1,45.5,62.7,55.3,135,1115,72.1,0.129,,0.218,0.232,0.001,IV
PEUGEOT,807,2.0 HDi (120 bhp),M6,1997,Diesel,8.7,5.4,6.6,32.4,52.3,42.8,175,1440,75.0,0.515,,0.242,0.280,0.042,IV
PEUGEOT,807,2.0 HDi FAP (136 bhp),M6,1997,Diesel,8.9,5.6,6.8,31.7,50.4,41.5,179,1485,75.0,0.171,,0.259,0.282,0.003,IV
PEUGEOT,807,2.2 HDi FAP (170 bhp),A6,2179,Diesel,10.7,5.7,7.5,26.4,49.5,37.6,199,1639,73.0,0.015,,0.300,0.304,0.001,IV
PEUGEOT,Bipper Tepee From September 2009 onwards,1.4 HDi (70 bhp),M5,1399,Diesel,5.7,3.8,4.5,49.5,74.3,62.7,119,983,71.0,0.143,,0.213,0.227,0.017,IV
PEUGEOT,Bipper Tepee From September 2009 onwards,1.4 HDi (70 bhp),A5,1399,Diesel,5.7,3.8,4.5,49.5,74.3,62.7,119,983,73.0,0.090,,0.206,0.222,0.210,IV
PEUGEOT,Partner Tepee,1.6 HDi (75 bhp),M5,1560,Diesel,7.0,5.0,5.7,40.3,56.4,49.5,149,1245,72.1,0.121,,0.188,0.204,0.022,IV
PEUGEOT,Partner Tepee,1.6 HDi (90 bhp),M5,1560,Diesel,7.0,5.0,5.7,40.3,56.4,49.5,149,1245,73.7,0.132,,0.201,0.222,0.024,IV
PEUGEOT,Partner Tepee,1.6 HDi FAP (110 bhp),M5,1560,Diesel,6.8,4.9,5.6,41.5,57.6,50.4,147,1223,73.5,0.111,,0.202,0.226,0.002,IV
PEUGEOT,Partner Tepee,1.6 HDi (90 bhp) with 7 seat option,M5,1560,Diesel,7.2,5.2,5.9,39.2,54.3,47.8,154,1290,73.7,0.093,,0.200,0.209,0.023,IV
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) Comfort L1 5/6 Seats,M5,1560,Diesel,8.4,6.6,7.2,33.6,42.8,39.2,191,1573,74.4,0.111,,0.325,0.350,0.037,IV
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) Comfort L2 8/9 Seats,M5,1560,Diesel,8.6,6.8,7.5,32.8,41.5,37.7,198,1635,74.4,0.111,,0.325,0.350,0.037,IV
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L1 5/6 Seats,M6,1997,Diesel,9.1,6.3,7.2,31.0,44.8,39.2,194,1573,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L2 5/6 Seats,M6,1997,Diesel,9.2,6.4,7.4,30.7,44.1,38.2,196,1614,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L1 8/9 Seats,M6,1997,Diesel,9.3,6.5,7.5,30.3,43.4,37.7,198,1635,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L2 8/9 Seats,M6,1997,Diesel,9.3,6.5,7.5,30.3,43.4,37.7,198,1635,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Leisure L1 8/9 Seats,M6,1997,Diesel,9.3,6.5,7.5,30.3,43.4,37.7,198,1635,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Leisure L2 8/9 Seats,M6,1997,Diesel,9.3,6.5,7.5,30.3,43.4,37.7,198,1635,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee From January 2010 onwards,1.6 HDi (90 bhp) Comfort L2 8/9 Seats,M5,1560,Diesel,8.4,6.6,7.3,33.6,42.8,38.7,194,1593,74.4,0.111,,0.325,0.350,0.037,IV
PEUGEOT,Expert Tepee From January 2010 onwards,2.0 HDi (120 bhp) Comfort L2 5/6 Seats,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.4,38.7,194,1593,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee From January 2010 onwards,2.0 HDi (120 bhp) Comfort L1 8/9 Seats,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.4,38.7,194,1593,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee From January 2010 onwards,2.0 HDi (120 bhp) Comfort L2 8/9 Seats,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.4,38.7,194,1593,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee From January 2010 onwards,2.0 HDi (120 bhp) Leisure L1 8/9 Seats,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.4,38.7,194,1593,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,Expert Tepee From January 2010 onwards,2.0 HDi (120 bhp) Leisure L2 8/9 Seats,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.4,38.7,194,1593,74.9,0.392,,0.266,0.301,0.034,IV
PEUGEOT,107 Facelift,1.0 (68 bhp),M5,998,Petrol,5.5,3.9,4.5,51.3,68.8,61.3,106,997,71.0,0.320,0.040,0.020,,,IV
PEUGEOT,107 Facelift,1.0 (68 bhp),A5,998,Petrol,5.5,4.1,4.6,51.3,68.8,61.3,107,997,71.0,0.380,0.050,0.010,,,IV
PEUGEOT,207,1.4 (75 bhp),M5,1360,Petrol,8.4,5.0,6.3,33.6,56.4,44.8,150,1364,74.0,0.334,0.026,0.036,,,IV
PEUGEOT,207,1.4 (90 bhp),M5,1360,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,152,1385,73.0,0.466,0.048,0.012,,,IV
PEUGEOT,207,1.4 VTi (95 bhp),M5,1397,Petrol,8.1,5.0,6.1,34.8,56.4,46.3,145,1320,73.0,0.349,0.076,0.013,,,IV
PEUGEOT,207,1.4 VTi (95 bhp) Energy Saver Tyres,M5,1397,Petrol,7.9,4.8,5.9,35.7,58.8,47.8,140,1278,73.0,0.349,0.076,0.013,,,IV
PEUGEOT,207,1.6 VTi (120 bhp),M5,1598,Petrol,8.4,4.8,6.1,33.6,58.8,46.3,145,1320,73.0,0.265,0.076,0.037,,,IV
PEUGEOT,207,1.6 VTi (120 bhp),A4,1598,Petrol,9.8,5.5,7.0,28.8,51.3,40.4,165,1512,74.0,0.607,0.068,0.014,,,IV
PEUGEOT,207,1.6 THP (150 bhp),M5,1598,Petrol,9.3,5.6,7.0,30.3,50.4,40.4,164,1512,73.0,0.210,0.035,0.028,,,IV
PEUGEOT,207,1.6 THP (180 bhp),M5,1598,Petrol,9.9,5.7,7.2,28.5,49.5,39.2,171,1559,73.0,0.124,0.029,0.019,,,IV
PEUGEOT,207 From August 2009 onwards,1.4 (90 bhp),A5,1360,Petrol,7.9,5.2,6.2,35.7,54.3,45.5,146,1343,72.0,0.383,0.049,0.012,,,IV
PEUGEOT,207 From August 2009 onwards,1.4 VTi (95 bhp),M5,1397,Petrol,8.1,5.0,6.1,34.8,56.4,46.3,145,1320,73.0,0.349,0.076,0.013,,,IV
PEUGEOT,207 From August 2009 onwards,1.4 VTi (95 bhp) Energy Saver Tyres,M5,1397,Petrol,7.9,4.8,5.9,35.7,58.8,47.8,139,1278,73.0,0.349,0.076,0.013,,,IV
PEUGEOT,207 From August 2009 onwards,1.6 THP (175 bhp),M5,1598,Petrol,9.9,5.7,7.2,28.5,49.5,39.2,171,1559,73.0,0.124,0.029,0.019,,,IV
PEUGEOT,207 Coupé Cabriolet,1.6 VTi (120 bhp),M5,1598,Petrol,8.8,5.3,6.5,32.1,53.2,43.4,155,1408,74.0,0.328,0.032,0.032,,,IV
PEUGEOT,207 Coupé Cabriolet,1.6 VTi (120 bhp),A4,1598,Petrol,10.0,5.7,7.2,28.2,49.5,39.2,173,1559,74.0,0.589,0.062,0.020,,,IV
PEUGEOT,207 Coupé Cabriolet,1.6 THP (150 bhp),M5,1598,Petrol,9.6,5.8,7.2,29.4,48.6,39.2,171,1559,74.0,0.164,0.032,0.020,,,IV
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 VTi (120 bhp),A4,1598,Petrol,10.0,5.7,7.2,28.2,49.5,39.2,173,1559,74.0,0.589,0.062,0.020,,,IV
PEUGEOT,207 Coupé Cabriolet From August 2009 onwards,1.6 THP (150 bhp),M5,1598,Petrol,9.6,5.8,7.2,29.4,48.6,39.2,171,1559,74.0,0.164,0.032,0.020,,,IV
PEUGEOT,207 SW,1.6 VTi (120 bhp),M5,1598,Petrol,8.6,5.0,6.3,32.8,56.4,44.8,150,1364,73.0,0.431,0.052,0.034,,,IV
PEUGEOT,207 SW,1.6 VTi (120 bhp),A4,1598,Petrol,9.8,5.5,7.0,28.8,51.3,40.3,165,1516,74.0,0.607,0.068,0.014,,,IV
PEUGEOT,207 SW From August 2009 onwards,1.4 VTi (95 bhp),M5,1397,Petrol,8.2,5.2,6.3,34.4,54.3,44.8,150,1364,73.0,0.324,0.084,0.014,,,IV
PEUGEOT,207 SW From August 2009 onwards,1.4 VTi (95 bhp) Energy Saver Tyres,M5,1397,Petrol,7.9,4.8,5.9,35.7,58.8,47.8,140,1278,73.0,0.324,0.084,0.014,,,IV
PEUGEOT,207 SW From August 2009 onwards,1.6 VTi (120 bhp),A4,1598,Petrol,9.8,5.5,7.0,28.8,51.3,40.3,165,1516,74.0,0.607,0.068,0.014,,,IV
PEUGEOT,207 SW OUTDOOR From August 2009 onwards,1.6 VTi (120 bhp),M5,1598,Petrol,8.7,5.1,6.4,32.4,55.3,44.1,152,1385,72.8,0.491,0.059,0.040,,,IV
PEUGEOT,308,1.4 VTi (95 bhp),M5,1397,Petrol,9.0,5.2,6.5,31.4,54.3,42.1,155,1451,74.0,0.181,0.056,0.049,,,IV
PEUGEOT,308,1.6 VTi (120 bhp),M5,1598,Petrol,9.3,5.2,6.7,30.3,54.3,42.1,159,1451,74.0,0.386,0.050,0.047,,,IV
PEUGEOT,308,1.6 VTi (120 bhp),A4,1598,Petrol,10.3,5.7,7.3,27.4,49.5,38.7,174,1579,73.7,0.352,0.060,0.028,,,IV
PEUGEOT,308,1.6 VTi (120 bhp) Energy Saver Tyres,M5,1598,Petrol,9.0,5.2,6.5,31.4,54.3,43.4,155,1408,74.0,0.386,0.050,0.047,,,IV
PEUGEOT,308,1.6 VTi (120 bhp) Energy Saver Tyres,A4,1598,Petrol,9.7,5.4,7.0,29.1,52.3,40.3,165,1516,73.7,0.352,0.060,0.028,,,IV
PEUGEOT,308,1.6 THP (150 bhp),M6,1598,Petrol,10.3,5.5,7.2,27.4,51.3,39.2,171,1559,73.0,0.292,0.029,0.025,,,IV
PEUGEOT,308,1.6 THP (175 bhp),M6,1598,Petrol,10.7,5.7,7.6,26.4,49.5,37.1,180,1647,74.0,0.311,0.047,0.037,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW,A4,1598,Petrol,10.5,5.9,7.5,26.9,47.8,37.6,178,1625,73.7,0.352,0.060,0.028,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW Energy Saver Tyres,M5,1598,Petrol,9.4,5.3,6.7,30.0,53.2,42.1,160,1451,74.0,0.386,0.050,0.047,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW Energy Saver Tyres,A4,1598,Petrol,10.3,5.7,6.3,27.4,49.5,44.8,173,1364,73.7,0.352,0.060,0.028,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW Cielo Roof,M5,1598,Petrol,9.8,5.6,7.1,28.8,50.4,39.7,169,1539,74.0,0.386,0.050,0.047,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW Cielo Roof,A4,1560,Petrol,10.7,6.1,7.7,26.4,46.3,36.6,182,1669,73.7,0.352,0.060,0.028,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW Cielo Roof Energy Saver Tyres,M5,1598,Petrol,9.6,5.4,6.9,29.4,52.3,40.9,164,1494,74.0,0.386,0.050,0.047,,,IV
PEUGEOT,308 Estate / SW,1.6 VTi (120 bhp) SW Cielo Roof Energy Saver Tyres,A4,1598,Petrol,10.5,5.9,7.5,26.9,47.8,37.6,177,1625,73.7,0.352,0.060,0.028,,,IV
PEUGEOT,308 Estate / SW,1.6 THP (150 bhp) SW Cielo Roof,M6,1598,Petrol,10.6,5.8,7.5,26.6,48.6,37.6,177,1625,72.6,0.292,0.029,0.025,,,IV
PEUGEOT,308 Estate / SW,1.6 THP (175 bhp) SW Cielo Roof,M6,1598,Petrol,10.9,6.0,7.8,25.9,47.0,36.2,185,1688,74.0,0.311,0.047,0.037,,,IV
PEUGEOT,308 Coupé Cabriolet,1.6 THP (140 bhp),A4,1598,Petrol,11.8,6.0,8.1,23.9,47.0,34.8,192,1756,71.0,0.606,0.044,0.007,,,IV
PEUGEOT,308 Coupé Cabriolet,1.6 THP (150 bhp),M6,1598,Petrol,10.7,5.6,7.5,26.4,50.4,37.6,177,1625,74.0,0.228,0.029,0.024,,,IV
PEUGEOT,807,2.0 (143 bhp),M5,1997,Petrol,12.0,7.3,9.0,23.5,38.7,31.4,213,1946,74.0,0.775,0.064,0.072,,,IV
PEUGEOT,Bipper Tepee From September 2009 onwards,1.4 (75 bhp),M5,1360,Petrol,8.3,5.6,6.6,34.0,50.4,42.8,155,1428,70.0,0.416,0.028,0.025,,,IV
PEUGEOT,Partner Tepee,1.6 (90 bhp),M5,1587,Petrol,10.8,6.8,8.2,26.1,41.5,34.4,195,1776,73.0,0.048,0.061,0.026,,,IV
PEUGEOT,Partner Tepee,1.6 (110 bhp),M5,1587,Petrol,10.8,6.8,8.2,26.1,41.5,34.4,195,1776,73.3,0.544,0.052,0.012,,,IV
PEUGEOT,407 Saloon,2.0 (143 bhp) Bioflex,M5,1997,Petrol/E85 (Flex Fuel),11.0,6.4,8.1,25.7,44.1,34.8,192,1756,73.4,0.610,0.036,0.047,,,IV
PEUGEOT,407 SW,2.0 (143 bhp) Bioflex,M5,1997,Petrol/E85 (Flex Fuel),11.3,6.5,8.3,25.0,43.4,34.0,196,1707,73.4,0.610,0.036,0.047,,,IV
PORSCHE,Cayenne,3.0 Diesel Tiptronic,A7,2967,Diesel,11.6,7.9,9.3,24.4,35.8,30.4,244,2028,73.0,0.254,,0.190,0.219,0.002,IV
PORSCHE,Cayenne,6-speed,M6,3598,Petrol,18.5,9.8,12.9,15.3,28.8,21.9,310,2790,76.0,0.301,0.036,0.024,,,IV
PORSCHE,Cayenne,Tiptronic S,A6,3598,Petrol,18.3,9.9,12.9,15.4,28.5,21.9,310,2790,76.0,0.193,0.057,0.045,,,IV
PORSCHE,Cayenne S,6-speed,M6,4806,Petrol,22.1,10.8,14.9,12.8,26.2,19.0,358,3216,77.0,0.166,0.050,0.024,,,IV
PORSCHE,Cayenne S,Tiptronic S,A6,4806,Petrol,20.2,10.1,13.7,14.0,28.0,20.6,329,2966,76.0,0.289,0.072,0.016,,,IV
PORSCHE,Cayenne S,Transsyberia Air,M6,4806,Petrol,22.6,10.9,15.1,12.5,25.9,18.7,361,3267,74.0,0.105,0.041,0.023,,,IV
PORSCHE,Cayenne S,Transsyberia Air Tiptronic,A6,4806,Petrol,20.6,10.2,13.9,13.7,27.7,20.3,332,3010,75.0,0.225,0.064,0.032,,,IV
PORSCHE,Cayenne S,Transsyberia Air with PCCB,M6,4806,Petrol,22.6,10.9,15.1,12.5,25.9,18.7,361,3267,74.0,0.105,0.041,0.023,,,IV
PORSCHE,Cayenne S,Transsyberia Air Tiptronic with PCCB,A6,4806,Petrol,20.6,10.2,13.9,13.7,27.7,20.3,332,3010,75.0,0.225,0.064,0.032,,,IV
PORSCHE,Cayenne Turbo,Tiptronic S,A6,4806,Petrol,22.5,10.5,14.9,12.6,26.9,19.0,358,3216,73.0,0.306,0.050,0.033,,,IV
PORSCHE,Cayenne Turbo S,Tiptronic S,A6,4806,Petrol,22.5,10.5,14.9,12.6,26.9,19.0,358,3216,73.0,0.306,0.050,0.033,,,IV
PORSCHE,Cayenne GTS,6 -Speed,M6,4806,Petrol,22.6,10.9,15.1,12.5,25.9,18.7,361,3267,74.0,0.105,0.041,0.023,,,IV
PORSCHE,Cayenne GTS,Tiptronic S,A5,4806,Petrol,20.6,10.2,13.9,13.7,27.7,20.3,332,3010,75.0,0.225,0.064,0.032,,,IV
PROTON,Impian,1600,M5,1597,Petrol,9.5,5.6,7.0,29.7,50.5,40.4,167,1512,72.0,0.600,0.030,0.012,,,IV
PROTON,Impian,1600,A4,1597,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,1559,72.0,0.460,0.070,0.030,,,IV
PROTON,GEN-2,1.3,MT,1332,Petrol,10.2,5.0,6.9,27.7,56.5,40.9,164,1494,71.0,0.380,0.070,0.010,,,IV
PROTON,GEN-2,1.6,MT,1597,Petrol,10.1,5.6,7.2,28.0,50.5,39.2,172,1559,73.0,0.690,0.060,0.020,,,IV
PROTON,GEN-2,1.6 Auto,AT,1597,Petrol,9.8,6.1,7.4,28.8,46.3,38.2,176,1599,71.0,0.250,0.080,0.060,,,IV
PROTON,Savvy,1.2,5MT,1149,Petrol,7.7,4.6,5.7,36.7,61.4,49.6,134,1232,72.0,0.200,0.060,0.050,,,IV
PROTON,Savvy,1.2 AMT,5 AMT,1149,Petrol,7.7,4.5,5.7,36.7,62.8,49.6,134,1232,71.0,0.200,0.060,0.030,,,IV
PROTON,Satria Neo,1.3,5MT,1332,Petrol,10.6,5.0,7.1,26.7,56.5,39.8,168,1535,73.0,0.500,0.060,0.030,,,IV
PROTON,Satria Neo,1.6,5MT,1597,Petrol,10.1,4.6,6.6,28.0,61.4,42.8,157,1428,72.0,0.500,0.060,0.050,,,IV
PROTON,Satria Neo,1.6 Auto,4AT,1597,Petrol,10.6,5.6,7.4,26.7,50.5,38.2,177,1599,71.0,0.370,0.090,0.040,,,IV
PROTON,GEN-2 Persona,1.6 M/T,5MT,1597,Petrol,10.2,4.5,6.6,27.7,62.8,42.8,157,1428,72.0,0.260,0.060,0.040,,,IV
PROTON,GEN-2 Persona,1.6 A/T,4AT,1597,Petrol,10.1,4.7,6.7,28.0,60.1,42.2,160,1448,73.0,0.250,0.080,0.060,,,IV
RENAULT,Clio,1.5 dCi 86,M5,1461,Diesel,5.2,3.9,4.3,54.3,72.4,65.7,115,938,71.6,0.256,,0.224,0.243,0.018,IV
RENAULT,Clio,1.5 dCi 106,M6,1461,Diesel,5.7,4.1,4.6,49.6,68.9,61.4,123,1004,70.0,0.408,,0.245,0.280,0.025,IV
RENAULT,Modus,1.5 dCi 68,M5,1461,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,125,1026,71.1,0.420,,0.233,0.274,0.019,IV
RENAULT,Modus,1.5 dCi 86,M5,1461,Diesel,5.0,4.0,4.3,56.5,70.6,65.7,114,938,70.7,0.233,,0.168,0.184,0.024,IV
RENAULT,Modus,1.5 dCi 86 Quickshift 5,A5,1461,Diesel,5.2,4.1,4.5,54.3,69.8,62.8,119,982,68.8,0.140,,0.247,0.263,0.020,IV
RENAULT,Modus,1.5 dCi 106,M6,1461,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,124,1026,71.9,0.307,,0.248,0.278,0.024,IV
RENAULT,Mégane Sport Tourer,dCi 86,M5,1461,Diesel,5.1,4.0,4.4,55.4,70.6,64.2,115,960,73.0,0.175,,0.224,0.244,0.021,IV
RENAULT,Mégane Sport Tourer,dCi 106,M6,1461,Diesel,5.5,4.0,4.5,62.8,70.6,62.8,120,982,74.2,0.408,,0.221,0.273,0.014,IV
RENAULT,Mégane Sport Tourer,dCi 130,M6,1870,Diesel,6.2,4.5,5.1,45.6,62.8,55.4,135,1113,72.3,0.305,,0.154,0.179,0.002,IV
RENAULT,Mégane Coupé-Cabriolet,1.5 dCi 106,M6,1461,Diesel,6.0,4.5,5.0,47.1,62.8,56.5,133,1091,72.0,0.284,,0.245,0.276,0.017,IV
RENAULT,Mégane Coupé-Cabriolet,1.9 dCi 130,M6,1870,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,154,1266,70.7,0.240,,0.164,0.184,0.002,IV
RENAULT,Mégane Coupé-Cabriolet,1.9 dCi 130 FAP Auto,A4,1870,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,180,1485,71.3,0.092,,0.185,0.193,0.002,IV
RENAULT,Mégane Coupé-Cabriolet,2.0 dCi 150,M6,1995,Diesel,7.4,4.8,5.7,38.2,58.9,49.6,151,1243,71.1,0.255,,0.187,0.216,0.018,IV
RENAULT,New Mégane Hatchback,1.5 dCi 86 BZ0A05,M5,1461,Diesel,5.2,4.0,4.4,54.3,70.6,64.2,116,960,73.0,0.175,,0.224,0.244,0.020,IV
RENAULT,New Mégane Hatchback,1.5 dCi 106 BZ0B06,M6,1461,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,120,982,74.2,0.408,,0.221,0.273,0.013,IV
RENAULT,New Mégane Hatchback,1.9 dCi 130 BZ0N06,M6,1870,Diesel,6.2,4.4,5.1,45.6,64.2,55.4,134,1113,74.9,0.217,,0.203,0.229,0.001,IV
RENAULT,New Mégane Coupé,1.5 dCi 86 DZ0A05,M5,1461,Diesel,5.1,4.0,4.4,55.4,70.6,64.2,115,960,73.0,0.175,,0.224,0.244,0.021,IV
RENAULT,New Mégane Coupé,1.9 dCi 130 DZ0N06,M6,1870,Diesel,6.2,4.5,5.1,45.6,64.9,55.4,134,1113,74.9,0.217,,0.203,0.229,0.014,IV
RENAULT,New Mégane Coupé,1.5 dCi 106 DZ0B06,M6,1461,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,120,982,74.2,0.408,,0.221,0.273,0.139,IV
RENAULT,Koleos,2.0 dCi 150 FAP 4X4,M6,1995,Diesel,9.1,6.3,7.3,31.0,44.8,38.7,191,1593,72.0,0.230,,0.180,0.210,0.002,IV
RENAULT,Laguna Hatchback,"1.5 dCi 110 16"" Wheels",M6,1461,Diesel,6.1,4.5,4.9,46.3,62.8,57.6,130,1070,71.6,0.406,,0.216,0.251,0.022,IV
RENAULT,Laguna Hatchback,"1.5 dCi 110 17"" Wheels",M6,1461,Diesel,6.1,4.6,5.1,46.3,65.7,55.4,136,1113,71.6,0.406,,0.216,0.251,0.022,IV
RENAULT,Laguna Hatchback,2.0 dCi 130,M6,1995,Diesel,7.8,4.9,6.0,36.2,57.6,47.1,157,1309,73.2,0.342,,0.215,0.244,0.024,IV
